"Protein","Total.identified.peptides","Total.quantified.peptides","Annotation","C_0_R_1","C_0_R_2","C_0_R_3","C_1_R_1","C_1_R_2","C_1_R_3","C_2_R_1","C_2_R_2","C_2_R_3","C_3_R_1","C_3_R_2","C_3_R_3","C_4_R_1","C_4_R_2","C_4_R_3","C_5_R_1","C_5_R_2","C_5_R_3"
"Q8NBJ4",19,18,"GOLM1_HUMAN Golgi membrane protein 1",0.426241221321608,0.476948863455177,0.5101045026202,0.196361158929216,0.225465898935025,0.248552925732671,-0.228134263272617,-0.18042628861863,-0.103632306010782,-0.0545712996899107,-0.0192079222306212,-0.0499865742655565,-0.242693516174087,-0.282491314118379,-0.228857684590644,-0.153374699707341,-0.150884823300228,-0.224915099142272
"Q5T160",15,14,"SYRM_HUMAN Probable arginine--tRNA ligase, mitochondrial",-0.225773056343155,-0.211482521332765,-0.197993189385006,-0.0573279312897598,-0.0440879598785011,-0.0414093558964446,0.150096844162204,0.111394774781962,0.0559843228754297,0.0713473832204535,0.0714114386483957,0.104635191267088,0.152266654996968,0.0408640048793046,0.014860136088972,0.0934813304718478,0.0109374869423005,-0.0160197598722114
"O95104",13,9,"SCAF4_HUMAN SR-related and CTD-associated factor 4",0.123699760697208,0.166185124649917,0.167428693643474,-0.0562121876359797,0.0489760811914558,0.0566995861507802,0.163649720143666,0.186387997673366,0.205446695669843,0.0649320149805344,0.0890988208382972,0.0857930983109414,-0.220634863270066,-0.0843761916562595,-0.0381339539605493,-0.364986120490366,-0.288156267122128,-0.244342874365955
"Q15061",14,10,"WDR43_HUMAN WD repeat-containing protein 43",0.19109341304804,0.219222197843692,0.252930181095532,-0.0763616999603384,0.0101144471943504,-0.0799350180116496,0.0242829797719075,0.0225645016392295,0.179737501697841,0.048371408702278,0.0696861865133382,0.0500639903071833,-0.0721068772620938,-0.132591923793957,-0.0549098970086159,-0.143824791149637,-0.186409653812441,-0.219020523456103
"Q13190",9,9,"STX5_HUMAN Syntaxin-5",-0.0868943715969131,-0.0010068177184126,-0.0532278774639841,0.0145976177003015,0.0184871375127705,0.0750054247258598,-0.081262633731977,-0.140294891542089,-0.167155433198398,-0.140116226858387,-0.175795414892771,-0.101266953856858,0.0673474359524539,0.0640921436225559,0.128112939185519,0.225860912918346,0.241249385361331,0.212788226446921
"Q9P000",9,7,"COMD9_HUMAN COMM domain-containing protein 9",0.103539373926078,0.108594757636104,0.17092773244456,0.0854806882341263,0.18990104158904,0.0574654198235299,0.127377754892851,0.0768901558233207,0.0909576194636046,-0.0517260167474782,0.0111225727321769,0.0126858178071621,0.0298626361896712,-0.192010458825007,-0.193893927185353,-0.0185877049756427,-0.166307654141726,-0.185123344597972
"Q9UPQ7",5,4,"PZRN3_HUMAN E3 ubiquitin-protein ligase PDZRN3",-0.863227075621479,-0.785791918190932,-1.41476953100933,-0.298866163572993,-0.18330654453919,-1.0069530417173,0.348112326561445,0.143314186752258,-0.41676445891133,0.0781885156614663,0.0505861755512373,0.242798044533662,0.454487235528989,0.727032074538503,0.684774765818719,0.32913950296525,0.623423972145092,0.752790447844319
"Q8WTT2",22,21,"NOC3L_HUMAN Nucleolar complex protein 3 homolog",0.025420704869696,0.0023707490885518,0.127669426610998,0.0574469106760068,0.0581049120549579,0.0382702302931219,0.0644596295346314,0.0135352832264477,0.0703827401723845,0.0047238300752261,0.0566211220701406,0.0818926614039147,-0.0362697553380417,-0.042110425888612,-0.0281992701241545,-0.15071601947758,-0.147966343516898,-0.108403110734904
"Q8N3F8",22,17,"MILK1_HUMAN MICAL-like protein 1",0.228449827324757,0.211123649155547,0.293278394155553,0.176493190861619,0.120170275827368,0.130026981584483,0.160661457989404,0.107539199980733,0.236414702053753,-0.021053277013451,0.0132521320580377,-0.0289052763341491,-0.16537319366999,-0.262866909200381,-0.252737434222974,-0.265831018901618,-0.332017661812488,-0.285010250986461
"Q9BYC5",7,5,"FUT8_HUMAN Alpha-(1,6)-fucosyltransferase",0.179420924109403,0.185900539023314,NA,0.167162806870485,0.120050781799103,NA,-0.249095677217433,-0.255682392757828,NA,-0.162562950753361,NA,NA,-0.0450530375991893,NA,NA,0.0574536168509789,NA,NA
"Q9GZP4",7,7,"PITH1_HUMAN PITH domain-containing protein 1",0.0927220097699634,0.0961656139833256,0.197693817690443,0.065092369579089,0.0701072758448403,0.103792661679969,-0.0609005214537267,0.00287000180333865,0.0116147570423218,-0.130608850526746,-0.0840263691474546,-0.0751258288042233,0.011821939304766,-0.000133547256907195,-0.0649472311023695,0.068619171270427,-0.0783779845416644,-0.0971252506716404
"Q9UPM8",6,5,"AP4E1_HUMAN AP-4 complex subunit epsilon-1",0.0230920278142962,0.0166011536821059,-0.532158221638297,0.299726060437992,0.345402773096767,0.169200833135115,0.0856012743542839,0.0112394785252873,-0.317775332961497,-0.194257937857806,-0.192536668328136,-0.110898426835195,0.000841609337604601,0.138902031523749,0.0694322346619238,0.135723953974406,0.25694554691335,0.297862177619015
"Q9Y570",18,11,"PPME1_HUMAN Protein phosphatase methylesterase 1",0.351433094915247,0.327875622615568,0.30903884870572,-0.119264737735436,-0.189606628326128,-0.322357397911859,0.0534095231650994,0.176548301913908,0.234298948543618,0.141001369795615,0.0707774082930371,-0.0342963036624789,-0.16731201869341,-0.117286476926356,-0.107527996019042,-0.133688215895734,-0.242874186527938,-0.190497402863591
"Q9H2H8",10,7,"PPIL3_HUMAN Peptidyl-prolyl cis-trans isomerase-like 3",-0.337095971633997,-0.340640041306017,-0.0811831763798014,0.00281649982439344,-0.00158568880884826,0.0624677812594829,0.0301393362209106,-0.0607347365649542,-0.00997963004072978,-0.14092988278075,-0.0903723844813109,-0.0252578537936907,0.0719193041434159,0.0713553599896948,0.079568933633788,0.282184312614881,0.208180939507313,0.168030319955923
"Q709F0",6,6,"ACD11_HUMAN Acyl-CoA dehydrogenase family member 11",-0.295187484286564,-0.248810033814042,-0.259180515691287,-0.247492246245313,-0.0936058076696024,-0.0422120613113524,-0.127248520470697,-0.0492424075243259,-0.115274540373342,-0.0645765193381722,-0.147439118730415,-0.0142038401064231,0.19680660129834,0.0982813836782742,0.279999130470395,0.330046181758533,0.511467677692113,0.45028002202289
"Q96CS3",13,11,"FAF2_HUMAN FAS-associated factor 2",0.0222432215591258,0.0871161392631642,0.0514456676337457,-0.0506020928183408,0.0056951123818097,0.00843264064417104,0.144666470749342,0.187351571655754,0.201423594787822,0.0555460490130366,0.0362825942473611,0.0438461573577777,0.001310477013562,-0.124592495135625,-0.145132961736304,-0.14692900018475,-0.188560668454038,-0.10893203049892
"Q8IX04",9,8,"UEVLD_HUMAN Ubiquitin-conjugating enzyme E2 variant 3",0.170611340963896,0.0042540860389626,0.13799628564513,0.147104610195259,0.156934116091752,0.0922747591027545,-0.0894492501518878,-0.0906530148038414,-0.115447821873655,-0.103072261423898,-0.0108530949871248,0.0205737203586065,-0.0269568649871206,-0.0701866539683865,-0.0867256949415587,-0.0482249036768656,-0.0694810804191374,-0.0039962607976727
"Q99598",13,11,"TSNAX_HUMAN Translin-associated protein X",-0.0793651441521383,-0.153401702173354,-0.00632091405661325,-0.0739068746833732,-0.0428726376932723,0.0343654518533609,0.0159661979541523,0.0604794749149437,0.13677693243624,0.0686774077309693,0.0666271027597954,0.0691932968976307,0.0591371792288385,-0.0202587100071954,-0.019565556848411,0.0253584902063377,-0.0977852246618724,0.0153274208056047
"Q9H8H2",5,2,"DDX31_HUMAN Probable ATP-dependent RNA helicase DDX31",-0.0388923187738425,-0.00966121168530238,-0.033164256612246,-0.0526430117548871,-0.259614836806424,-0.0134159605645286,0.0295689655353119,-0.0311164411539769,-0.137249471582076,-0.032429297268188,-0.0963508196137836,0.0631463962147336,0.0475794528417886,0.0409701292538031,0.150769741904763,0.0990546861070065,0.141062201552174,0.0971221165577109
"P49643",8,8,"PRI2_HUMAN DNA primase large subunit",0.694833041840624,0.692230949176,0.872802142476358,0.553511589556942,0.567380169929124,0.605099017252884,0.00307678680112756,0.0196302302026361,0.048642465030552,-0.366613973871514,-0.276419271190667,-0.291992232029797,-0.395085682872959,-0.542470672246472,-0.553918453523446,-0.44974702794458,-0.543800348823193,-0.641769571882312
"Q96EM0",12,10,"T3HPD_HUMAN Trans-3-hydroxy-L-proline dehydratase",-0.263616546847845,-0.231573921194629,-0.268049446883126,-0.190826781728905,-0.132877957987446,-0.181709643290983,-0.07777532341171,-0.0955472049994097,-0.16874210296361,0.0580408812336156,2.23883670535004e-05,0.032007646290285,0.186863125463222,0.234456612083177,0.217854699451143,0.318925602481344,0.351129083044455,0.299832121584557
"P15104",9,8,"GLNA_HUMAN Glutamine synthetase",0.0672310619580941,-0.00350721999819005,0.0567658991737323,0.599136174187099,0.472928538755289,0.587787965162126,0.38667022240489,0.32386449901069,0.363974991717021,0.105951028219909,0.0672987891357751,0.157552952707306,-0.328549527184575,-0.503765216856219,-0.414850252673798,-0.637949065247311,-0.75710740321063,-0.569486693793071
"Q92882",7,7,"OSTF1_HUMAN Osteoclast-stimulating factor 1",0.61347045614065,0.636613823479451,0.605966174460887,0.247763930902508,0.210709384414042,0.173023575666724,0.0881788216408705,0.205756943742433,0.29486152970699,-0.0662926956003023,0.0508840381051266,-0.0957059182593115,-0.38657644458018,-0.376356366178802,-0.489596022747725,-0.459807050992167,-0.617281974408802,-0.546635674436413
"Q5GJ75",5,5,"TP8L3_HUMAN Tumor necrosis factor alpha-induced protein 8-like protein 3",0.255688403229269,0.226998618120117,0.310322478736185,0.255880533353462,0.17759512349222,0.295865587296627,0.24988457026892,0.173514583645724,0.294493337284357,-0.0810257711252587,-0.0610862150781353,-0.183666192860256,-0.163848292036895,-0.257280034190364,-0.330311309282548,-0.120958993661645,-0.33452683738677,-0.46301977653949
"Q9Y547",4,4,"IFT25_HUMAN Intraflagellar transport protein 25 homolog",0.246456382713325,0.251913788313963,0.241666559639857,0.332546768393682,0.270918008755751,0.122607502531657,0.262642592630022,0.251389835408648,0.196690846059479,-0.0322284137369806,-0.0706232186053954,-0.0774444163851847,-0.20100191959532,-0.294143476153317,-0.296928526951253,-0.37119651719856,-0.358383574079165,-0.38727184594718
"Q15554",10,9,"TERF2_HUMAN Telomeric repeat-binding factor 2",-0.246730581036263,-0.207850626320383,-0.281012484376606,-0.016452679776096,-0.102749852035642,-0.0575269457830374,0.105573877524573,0.130269117636896,0.0826076789823116,0.0025771911287581,0.0251867701223464,0.0923921594808213,0.126172561937621,0.120465794331417,0.0649811861667506,0.131975523627663,0.0207088397937517,0.105865699578987
"P47756",16,9,"CAPZB_HUMAN F-actin-capping protein subunit beta",0.296599114950086,0.298629436255437,0.289525170926687,-0.17135701807793,-0.144169125858877,-0.326952265489792,0.0916643659077171,0.196148876315745,0.359580992133743,0.227977990586661,0.254663340673307,0.0283954955193286,-0.220790562512287,-0.172653414607658,-0.112552460330398,-0.232598559511714,-0.316287912708253,-0.292096051551451
"Q8N6R0",10,9,"EFNMT_HUMAN eEF1A lysine and N-terminal methyltransferase",0.15146105613835,0.146206521730726,-0.00183857675607865,0.116971049555971,0.12205727665297,0.122903761818056,0.00239011003082636,-0.0547448133232149,-0.144009376415635,-0.0400892984419067,-0.136993490042224,-0.100429183589109,-0.0982799655170694,0.0116393725471631,-0.05381705856618,-0.0904986131731009,0.0282286447460225,-0.0103553246165926
"Q9BTV4",15,11,"TMM43_HUMAN Transmembrane protein 43",-0.16885060626554,-0.284279736864824,-0.278260170697244,0.0704102983366466,-0.0104265051054854,0.0954944454347052,-0.010825901832631,-0.0877065670081383,-0.113527327158554,-0.15380253314057,-0.199204178038824,-0.0411036114386235,0.129877170545031,0.14785919092475,0.159121546406781,0.223813147994408,0.259907485104433,0.302874362526964
"Q9Y224",15,13,"RTRAF_HUMAN RNA transcription, translation and transport factor protein",-0.0746962411978064,-0.119034178494854,-0.12883321170442,-0.0662155052941886,-0.106877504734287,-0.0952478484466436,0.0417980417290723,0.0249501975416367,-0.0013809059755013,0.007322748125984,0.0565813858380909,0.0191471975825931,0.0498370544613756,0.0890098526886119,0.0768933858339893,0.107635720328752,0.127351833668955,0.0883283711280397
"P07093",3,2,"GDN_HUMAN Glia-derived nexin",0.249460483871759,0.31524510253889,0.307983728450915,0.239975548952992,0.210762642902068,0.201980614317794,-0.121657614705923,-0.0767705296637478,-0.0102299479814242,-0.120334813742971,-0.232625416759279,-0.296423107110725,-0.185703781820407,-0.149258050287242,-0.101910156562354,-0.187831292138678,-0.239749686486013,-0.0408544838501347
"P36956",2,2,"SRBP1_HUMAN Sterol regulatory element-binding protein 1",-0.781043323158991,-0.568600769998559,-0.55160403450502,-0.261989506896846,-0.242135329539955,-0.301678360633226,0.131566352247686,0.0573926458959377,-0.0789433092838011,0.137712502893439,-0.0839804923978029,-0.0826507495471493,0.568558101092532,0.415679070666891,0.328688205440855,0.483448237577944,0.315002764077215,0.365845521756739
"P35052",16,16,"GPC1_HUMAN Glypican-1",-0.577190642349914,-0.632456671251247,-0.524303027027792,-0.382517929275722,-0.34157570529906,-0.36127893717992,-0.360600388888245,-0.295748449964136,-0.269993472337347,0.145948912483195,0.137937940606942,0.214803500163662,0.547335478833817,0.556159272482299,0.62163703900965,0.456522864995964,0.592794638406156,0.569073256186012
"Q8WZA0",11,8,"LZIC_HUMAN Protein LZIC",0.0621437789383169,0.0346819018336016,0.299087948939413,-0.165063724155405,-0.0870425941839652,-0.194855930832406,-0.0750605300719867,0.00070171256675942,0.20790774982745,0.128850215010275,0.225567268546661,0.144863583367437,0.0491111045820757,-0.0629602962736902,-0.0288677427306197,-0.0585017226585619,-0.245221865815071,-0.160091734486187
"Q8N4V1",3,2,"MMGT1_HUMAN Membrane magnesium transporter 1",0.287420538816039,0.169388286698078,0.232398129954869,-0.0930874066849409,-0.0922441869105937,-0.226555678967874,0.00554116471724476,0.0516044084257186,0.21422301203965,0.0862306096363803,0.116459195343778,0.0078997241563747,-0.137803592404893,-0.211442517383049,0.0261624772004319,-0.109536745278489,-0.0932990326948314,-0.145748010869862
"O96007",3,2,"MOC2B_HUMAN Molybdopterin synthase catalytic subunit",0.435344087415948,0.40448181359666,0.405736412072224,0.223464777620199,0.240006306690274,0.343169344728534,-0.443889349961269,-0.528743300733546,-0.60904857968167,-0.268043624902968,-0.352860845225809,-0.325650642451146,-0.0929330473834234,-0.100588328911979,-0.160088634154102,0.242255111761974,0.212121272270245,0.248392168587458
"Q8TBX8",6,5,"PI42C_HUMAN Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma",-0.0183441501238894,-0.0237957568042249,-0.0663171308750607,6.14679310962096e-05,-0.0928910675314174,-0.03794462117891,0.0675050193776211,0.106670820399279,0.0226901805549244,0.169502457129991,0.133120931526219,0.0485743981298145,0.0905090848986521,-0.03924102919238,-0.0324630699764579,-0.0884458389432579,-0.0590025382738225,-0.0893684413477244
"P46527",7,7,"CDN1B_HUMAN Cyclin-dependent kinase inhibitor 1B",-0.887398834143483,-0.768039706394466,-0.919910000864953,-0.740265667829946,-0.767839095264722,-0.638454916795263,0.181536243777555,0.123386065318287,0.0631577592981348,0.351851241764576,0.200332370103845,0.194324099298678,0.591276158425698,0.380751150047942,0.386709165740588,0.534480701757733,0.397110813569841,0.457146976742373
"Q9NQT5",7,7,"EXOS3_HUMAN Exosome complex component RRP40",0.274105618593093,0.281261913551633,0.300272870152778,0.17398913456015,0.144853425663393,0.079416999688509,0.128272503063212,0.0868048596005135,0.184086989190489,-0.122396700051923,-0.0571080021778431,-0.0349930073317534,-0.196468746226217,-0.244469805866286,-0.198017960923926,-0.25319773024454,-0.229227141404248,-0.229574844043004
"Q96RN5",8,8,"MED15_HUMAN Mediator of RNA polymerase II transcription subunit 15",0.207505343963223,0.37719371950682,0.19571608932846,-0.0307819931381507,-0.00634723557128552,0.0011026995859819,-0.0829556120784608,-0.0314916271092237,-0.00311271180406893,0.0572025906761915,0.0291346133134302,-0.0090374039022327,-0.19020380643086,-0.0338538365017244,-0.0119741226831614,-0.276927721936266,0.0172473826617787,-0.144431592509596
"O95169",5,5,"NDUB8_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",-0.215603821916327,-0.295591464510425,-0.298381749518062,-0.11417125447487,-0.259124143910313,-0.371430341427175,0.0688531473023111,0.00017928390161325,0.184110322605692,0.135906115091988,0.114363594277578,0.117947525522379,0.177255760212865,0.0621057119177592,0.126559042228687,0.255794513008276,0.113804495885501,0.285033639596552
"Q96S82",2,2,"UBL7_HUMAN Ubiquitin-like protein 7",-0.0661708459274934,-0.0939331796846066,0.0658297548261474,-0.052267213920405,-0.114009977810395,0.00699426217366324,-0.111726024867091,-0.142977531962163,-0.0414134752608557,-0.140630772476527,-0.104536821428263,-0.0683056281681226,0.0242462701804141,0.0491588816034641,0.0213043074098119,0.126420455096086,0.29353105421742,0.15177514594412
"Q9HCN4",2,2,"GPN1_HUMAN GPN-loop GTPase 1",0.181047216531435,0.0930600218270676,0.0925189618315524,-0.0251941985781424,-0.00098612124260225,0.160522868523588,-0.181263948764763,0.00036448883759382,-0.0971413520969443,0.0410185968937327,-0.168054424385951,-0.0860012482739416,-0.122995687945111,0.118426510896299,0.180362166127279,-0.148667468003293,0.246750697735986,-0.0349449933502033
"P08621",17,13,"RU17_HUMAN U1 small nuclear ribonucleoprotein 70 kDa",0.122663020910827,0.0290582723391845,0.0994453531888455,0.0403102211409585,-0.0336780719261182,-0.0286936941753328,0.161092245133307,0.0741293781374663,0.180036100325672,0.0488576014098228,0.0508342337342186,0.0190844578212796,-0.0612582479904603,-0.151501797921076,-0.0626715906622679,-0.108871258367149,-0.186164917409884,-0.110518853129247
"Q9Y262",26,22,"EIF3L_HUMAN Eukaryotic translation initiation factor 3 subunit L",0.0664379621662941,0.0059300919800411,0.0163915241509007,0.12420973498108,0.0774037757334803,0.148339930308276,-0.125367387607543,-0.159514713242475,-0.188185559088465,-0.150530648843131,-0.238067123046211,-0.0971095159548717,0.0314850253219531,0.0714651872287075,0.0799551795992012,0.124263128594199,0.1276956228081,0.172667439210803
"Q9NZ08",13,12,"ERAP1_HUMAN Endoplasmic reticulum aminopeptidase 1",-0.280310125632348,-0.220527525325672,-0.367849984037104,-0.0464102130880355,0.008331477223379,0.100722524986633,-0.0642334144447637,-0.0386267209999654,-0.149371711801671,-0.0714226333072718,-0.209750328108052,-0.0620777874221275,0.0490009181943372,0.191678957772757,0.197746048888801,0.320243003270713,0.456272764292037,0.385881490961541
"Q8IV38",14,12,"ANKY2_HUMAN Ankyrin repeat and MYND domain-containing protein 2",0.143358966608225,0.139848620243468,0.141186502453948,0.154545248557045,0.131072841833092,0.177996752154617,-0.0563125184219678,-0.0439883229191309,-0.0696075523575932,-0.0621972611131314,-0.0360256121338284,0.0298709229077526,-0.0925919239900484,-0.0714102549862055,-0.0706717451283227,-0.0753969482829569,-0.113808832276333,-0.0417113794015752
"P55196",23,21,"AFAD_HUMAN Afadin",0.103644338197519,0.169416407587346,0.0943411673807605,0.0867668294744543,0.138168718302192,0.180667833784019,0.150983830631912,0.123151552757872,0.130680558911885,-0.0519694266953575,-0.0559351204069986,-0.0803263297882928,-0.113301795398874,-0.160177845640229,-0.164843072162755,-0.137744779950268,-0.151642033879691,-0.156881376635251
"Q96EY5",4,4,"MB12A_HUMAN Multivesicular body subunit 12A",-0.331000204957971,-0.113057143315321,-0.226907318828363,-0.150251965418583,-0.130537697654519,-0.123854542342982,-0.0033891898399283,0.0185080405830242,-0.0835265528715646,0.0038791095367532,-8.69134048098984e-05,0.0503856422554499,0.133572434819633,0.199078703411739,0.153296085882708,0.170535896928161,0.378761081187236,0.288424331227164
"Q13347",16,14,"EIF3I_HUMAN Eukaryotic translation initiation factor 3 subunit I",0.192791728081822,0.170221580096986,0.25795345382915,0.0785345043442972,0.0509674096722561,0.00411648655654004,-0.0816414553842943,-0.0984096494361401,-0.0847647733765174,-0.0612940626790163,-0.050297770204737,-0.0905320829775027,-0.0012216987539566,0.0212455416493663,-0.0589827179912794,-0.0319188278069619,-0.0748621734257615,-0.0560922945392954
"Q9GZT6",13,12,"CC90B_HUMAN Coiled-coil domain-containing protein 90B, mitochondrial",-0.256017756436273,-0.302097358922729,-0.338156228206396,-0.239639733942984,-0.209244745284641,-0.212005955894117,0.0526882266645052,-0.0262174483938077,-0.0638957586727405,0.134438774758944,0.0230346382823969,0.106463429771789,0.28957115246158,0.175608141022727,0.185811224044323,0.279138479722641,0.235324311132087,0.245454715656214
"Q9BXV9",4,4,"GON7_HUMAN EKC/KEOPS complex subunit GON7",-0.319215197387505,-0.228684832145357,-0.227082639317481,-0.130029897436045,-0.0632958442390572,-0.003558740136591,0.127489488463109,0.100038005295078,0.160444409764362,-0.0511969475615777,0.0138210622112895,0.0549330303042044,0.0529934738408382,0.0608509250308864,0.14958433992374,0.131211524223048,0.0835562441271921,0.175751970833897
"Q8NHP6",8,8,"MSPD2_HUMAN Motile sperm domain-containing protein 2",0.262617959286541,0.248249503083675,0.218661357251657,0.227534406475554,0.308078322166073,0.310103689653512,0.062937328225711,0.0799771465309837,0.0382378899222143,-0.0764801410759704,-0.0458225191396883,-0.0686385011049994,-0.25867783874738,-0.186695857576599,-0.242308247014554,-0.304808277673017,-0.180187471512116,-0.190730146099574
"Q9Y546",3,3,"LRC42_HUMAN Leucine-rich repeat-containing protein 42",0.218944507098291,0.118131693860033,0.374454626012906,0.156345357693467,0.126935805421615,0.174272058682999,-0.0615072423627131,-0.0233764646665845,0.0375207274490632,-0.0696585226443773,-0.0228263147914627,-0.0206381152000274,-0.0989973292163054,-0.171332305664432,-0.174064651728522,-0.166327029419444,-0.28837822315994,-0.116159388380374
"Q6IMN6",2,2,"CAPR2_HUMAN Caprin-2",0.656329504931835,0.364238875104769,0.279038803863636,-0.0639861695028986,0.162169909062538,0.00421634220331224,-0.17183402961146,-0.121059036451953,0.000881996063886099,0.217720595867869,-0.0265270521978563,-0.079346517693952,-0.412290269386133,-0.135400426756723,-0.0330791198045744,0.0716939896086089,-0.0849046779485274,-0.187557961909496
"Q96HD1",4,4,"CREL1_HUMAN Protein disulfide isomerase CRELD1",-0.402693074883593,-0.509166808601499,-0.562080521716675,-0.40100718032068,-0.382647945421785,-0.815113414910975,-0.390156626463593,-0.365426389435731,-0.551826080241331,0.0365467921609083,-0.211858773981044,-0.155778278828952,0.4997773297376,0.5071359409041,0.624006096761445,0.918176423123525,0.83219780710886,0.851665552330266
"Q12907",9,9,"LMAN2_HUMAN Vesicular integral-membrane protein VIP36",0.0573287941659365,0.0330074175856284,-0.070444323301276,0.136499202243861,0.0422674557721553,0.0838565090413258,0.0122048644894377,-0.064089516917152,-0.0810745772086268,-0.0936589180907238,-0.178596507671292,-0.108733736810727,-0.0118946754133061,0.0534217604697904,0.0293770831261288,0.0484119565214459,0.126100423259698,0.0872966445685097
"Q7Z7E8",6,3,"UB2Q1_HUMAN Ubiquitin-conjugating enzyme E2 Q1",0.173738724203653,0.160896938240908,0.0903700824032785,0.0322993045329033,0.0944469390600854,0.00897312438734064,0.140866975510376,0.0225900971772073,0.064413995555691,0.140889153981589,-0.0164515407724304,-0.014679161655016,0.0069111443667733,-0.206408462781801,-0.104340261394311,-0.133313827898026,-0.251860718982029,-0.273519697708402
"Q9HC56",4,4,"PCDH9_HUMAN Protocadherin-9",0.560873374392432,0.578315538009755,0.570689476173442,0.496865007611618,0.591810757723347,0.528949903193124,0.167853991381012,0.146144395474792,0.150250984538972,-0.257932162712602,-0.217604082512123,-0.403866335091644,-0.299426567331828,-0.380113088033668,-0.520989881096675,-0.394681056274988,-0.583745834226153,-0.693914263788651
"P84157",9,5,"MXRA7_HUMAN Matrix-remodeling-associated protein 7",-0.471359433451723,-0.462353140414159,-0.480448596585029,0.191346767049758,0.112013016903516,0.224522885021704,0.129656570815323,-0.0674308886640458,-0.164223388683085,-0.149150681736382,-0.332866339077606,-0.0760103836575719,0.16031937709174,0.227115667951018,0.108277348310312,0.403350155340174,0.360482201955488,0.374369237624598
"Q15121",8,6,"PEA15_HUMAN Astrocytic phosphoprotein PEA-15",-0.00912285348971106,-0.0311456977589445,-0.0450764650176294,0.0650476725401217,0.068085563791117,0.127117018230609,-0.0296775369445908,-0.0872128589335714,-0.132959347545243,-0.269152990115603,-0.219590830800593,-0.180996865163449,0.0037469564270836,0.0594525501595108,-0.0505405352491338,0.290604704683093,0.327773321425745,0.201258569555219
"P18754",11,11,"RCC1_HUMAN Regulator of chromosome condensation",-0.031808634862082,0.0669420738874078,0.044756851991418,-0.0512818399939245,0.0277022202020068,-0.348597859208815,0.261112457129416,0.195363700560989,0.275660047794983,0.152858432760563,0.194256138478741,0.0563728579816912,0.0438778715151831,-0.0688987285995155,-0.10479049919309,0.0017807814258583,-0.235109013270884,-0.258303854158683
"P82909",5,4,"RT36_HUMAN 28S ribosomal protein S36, mitochondrial",0.143702264257332,0.117337305861817,0.229841367920087,-0.434193433927535,-0.463646170660613,-0.286658723557947,0.104660270285467,0.328602130484902,0.552889572443249,0.349561479752605,0.522256777177486,0.220804201396854,-0.266618212297685,-0.21158858919979,-0.0084185370878543,-0.433175286893805,-0.213725087084507,-0.164020953076033
"Q9NQS1",12,9,"AVEN_HUMAN Cell death regulator Aven",-0.156105688779547,-0.144249665410963,-0.127163859264769,0.0943042620620315,0.0240953189620794,0.139073233228553,-0.0557479760606511,-0.116923864212498,-0.18034987427411,-0.145578480138162,-0.112104508781104,-0.0827366895024161,0.0076654704040299,0.141728935175358,0.12330376951738,0.196432128892479,0.258943898388369,0.274029257358657
"Q9H0P0",8,6,"5NT3A_HUMAN Cytosolic 5'-nucleotidase 3A",0.278388072328005,0.291759989256077,0.322914043686404,0.0925432542402715,0.106396351173636,0.0509535962972708,0.058343231722767,0.0593984828185252,0.148645578737152,0.011024437492668,-0.0003807020485379,-0.00887307803787024,-0.163432662052166,-0.248724903013462,-0.211235204272027,-0.257852240560411,-0.240347023014056,-0.285007431994645
"Q8WU17",2,2,"RN139_HUMAN E3 ubiquitin-protein ligase RNF139",-0.480931335081571,0.0208348470095446,0.207029340902419,-0.226609316455982,0.0889080760232596,0.215937517286658,0.0617743304827639,0.21487875073845,0.0194630460085788,-0.00809084701019742,-0.121996583867709,0.0103625114481432,0.109260212550972,0.0281155487399843,-0.0214937994694428,0.0754210415207854,0.141249921023124,-0.317577311329475
"O95810",23,22,"CAVN2_HUMAN Caveolae-associated protein 2",0.477218817782913,0.47890451777205,0.468166615802172,0.27377681558022,0.316418818703128,0.238278167986321,0.242924998379697,0.273388924316572,0.284539045658599,0.0192520276600009,0.0721094012442214,-0.0778169767947931,-0.274665139525689,-0.410408298789394,-0.445893159068392,-0.605949074639743,-0.64658659358586,-0.618691495437092
"Q15742",6,3,"NAB2_HUMAN NGFI-A-binding protein 2",-0.61826659096387,-0.276901706701972,-0.0234808273966611,-0.116687458931669,-0.0227638744051332,0.105876167048652,0.244763862500438,-0.0154376961885626,0.0132612246534133,-0.0418331842601654,-0.184078650079014,-0.168323813653577,0.0137380021159087,0.0215910853882025,0.034134758727787,0.105764872897163,0.22171877355312,0.220962409043853
"O75164",6,4,"KDM4A_HUMAN Lysine-specific demethylase 4A",-0.0442293325140296,-0.026816076830468,-0.143942719131931,0.0456509027574736,0.0240938346463968,0.0401329121222011,0.10268960038641,0.128542012871737,-0.129919710118988,-0.00293723174361878,-0.0596223833355718,-0.0034188580667414,-0.0987057410437624,0.0392701180096384,0.123554308652705,-0.117326439058306,0.104823549197114,0.0628018383412358
