"Protein","Total.identified.peptides","Total.quantified.peptides","Annotation","C_0_R_1","C_0_R_2","C_0_R_3","C_1_R_1","C_1_R_2","C_1_R_3","C_2_R_1","C_2_R_2","C_2_R_3","C_3_R_1","C_3_R_2","C_3_R_3","C_4_R_1","C_4_R_2","C_4_R_3","C_5_R_1","C_5_R_2","C_5_R_3","log.ratios.C2.vs.C1","log.ratios.C3.vs.C1","log.ratios.C4.vs.C1","log.ratios.C5.vs.C1","log.ratios.C6.vs.C1","FDR.PolySTest.C2.vs.C1","FDR.PolySTest.C3.vs.C1","FDR.PolySTest.C4.vs.C1","FDR.PolySTest.C5.vs.C1","FDR.PolySTest.C6.vs.C1","Cluster"
"Q99447",14,11,"PCY2_HUMAN Ethanolamine-phosphate cytidylyltransferase",-0.309834600835385,-0.30848641161213,-0.326095458929138,-0.153199753985645,-0.244105667855688,-0.238273093965034,-0.228188207797675,-0.270281811503365,-0.290578135885466,-0.036750829881108,-0.150223100848201,-0.172786473084285,0.261140009112773,0.294746308695743,0.263375570674494,0.760109884016945,0.653617234133125,0.587876560416035,0.102945985190095,0.051789438730049,0.194885355854353,0.587892786619888,0.982006716647586,0.0377899888048048,0.100599891258994,0.000659278264215505,3.06889122581244e-09,4.4874125290044e-12,1
"Q99459",31,23,"CDC5L_HUMAN Cell division cycle 5-like protein",0.139643623095663,0.151344037076527,0.221153132792866,-0.0698073912626551,-0.0292618628028007,-0.0753358831472246,0.0833673044666936,0.10157485449594,0.185615233393231,0.110978471643461,0.0856325227128902,0.0564513938272666,-0.110949589862167,-0.0992288593760385,-0.0584080591940684,-0.195331887155149,-0.210823776719276,-0.196510552538922,-0.228848643392579,-0.0471944668697305,-0.0863594682604794,-0.26024243379911,-0.371602336459468,8.90408523678764e-05,0.179142849537469,0.0167404862506989,8.86278667276725e-07,8.43776196054509e-09,4
"Q99460",44,32,"PSMD1_HUMAN 26S proteasome non-ATPase regulatory subunit 1",-0.17351938184293,-0.155812859969868,-0.148116231939424,0.0854230346627818,0.0634866237946919,0.110834249316531,-0.0421681671671176,-0.113171844055704,-0.164557683683943,-0.152873037293442,-0.256294843143482,-0.113032734604029,0.0733062476131765,0.124493637760235,0.123302275097619,0.304463135891822,0.264596520144025,0.259642574296529,0.245730793842076,0.0525169262818191,-0.014917380429577,0.266183544741084,0.435383568028199,0.000166312475291399,0.166592884655962,0.165678362833831,3.94562102510343e-06,8.81369783048831e-09,1
"Q99471",8,8,"PFD5_HUMAN Prefoldin subunit 5",0.322744829552299,0.236743898306324,0.3364990113172,-0.0846338089834103,-0.0952258636515705,-0.287284862252237,-0.0422296447731869,-0.0031027748509466,0.166044367142561,0.10475409833163,0.19392031074549,-0.002618264200011,-0.0709975875025013,-0.0431376159055492,-0.103823507697489,-0.0840194406497049,-0.262713008901718,-0.19330976023315,-0.45437742468768,-0.258425263885799,-0.199977198099571,-0.371315483427121,-0.478676649653465,0.000145128975592864,0.00327179531323344,0.0109382291342953,5.36144874257964e-05,2.49827549512282e-06,4
"Q99496",3,3,"RING2_HUMAN E3 ubiquitin-protein ligase RING2",0.130278547534392,0.255976068491105,0.276654216186029,0.0724077141726443,0.0683322241661363,0.0101002944645302,0.0239145793585283,0.0315720260711791,0.0479071845757668,0.121634043234512,0.0174133072803291,0.0117593566450164,-0.0460695738188262,-0.127464520927614,-0.224115179837968,-0.0905052558948769,-0.269937856364731,-0.283472936124716,-0.170689533136072,-0.186505014068684,-0.170700708350556,-0.353519368931978,-0.43560829353195,0.025808258314861,0.00792754341105935,0.00934178716016983,1.40501998664376e-05,9.09367293770586e-07,3
"Q99497",15,9,"PARK7_HUMAN Protein/nucleic acid deglycase DJ-1",-0.169978489724228,-0.21777582947063,-0.259837260846903,-0.0432772395633086,-0.12798982391885,-0.0733361597519856,0.0131471884673817,-0.0328618214464815,-0.0498161364151966,-0.00101443949620797,-0.106553135996274,-0.0295699173566749,0.0677079887560593,0.0962952617205037,0.133327518088762,0.290231388679914,0.315340492601483,0.298348395497942,0.134329452269206,0.192686936882488,0.170151362397535,0.314974116202362,0.517170618940367,0.00642026683256791,0.000158158096924961,0.000302907471180573,2.69436032655683e-07,4.71365806134484e-10,1
"Q99504",4,2,"EYA3_HUMAN Eyes absent homolog 3",0.57373649258045,0.495100819296777,0.286161367305342,-0.329951444394745,-0.198453132440382,-0.264715434271115,0.0783323351673831,0.53650693860622,0.385333513376374,0.67293594530921,0.346245424297363,0.0977317580076473,-0.415653920680175,-0.151634938847719,-0.142239635558866,-0.778508422508154,-0.433588104555643,-0.351503684590382,-0.716039563429604,-0.118275297344197,-0.0793618505227829,-0.688175724756443,-0.972866296945583,0.00154506340621916,0.432388750525304,0.426314910952405,0.000231073520814471,5.35406532074728e-06,4
"Q99519",8,7,"NEUR1_HUMAN Sialidase-1",-0.644098263210879,-0.70015319984208,-0.661963669234007,-0.601182527517583,-0.576232842237276,-0.599015990138546,0.225651332672361,0.287145113877016,0.215999800385051,0.411985771498736,0.253419243281565,0.223861561032786,0.432740277807222,0.255349449196877,0.272934980538856,0.509368938386712,0.280543330219477,0.386002880083757,0.0765945907978537,0.911670459740465,0.965160569366684,0.989079946609974,1.06071009365897,0.0525834274106478,4.76462244756995e-09,1.10374600434863e-09,2.84169414201533e-10,6.33887654771664e-11,2
"Q99523",9,9,"SORT_HUMAN Sortilin",-0.29723494541695,-0.263290296591038,-0.361330027926374,-0.10700466133374,-0.227392389659344,-0.263984099820653,-0.127787882331678,-0.09022677747423,-0.152149383763328,0.150403769990814,-0.0653802594827081,0.047470884683317,0.151916431861567,0.345964147472646,0.327189405978439,0.220367723975874,0.297114768759357,0.190389738304363,0.107824706373542,0.183897075455042,0.351449888375262,0.582308418415671,0.543242500324652,0.144366563289891,0.0129383031946056,6.63752531616836e-05,1.42883206536013e-07,1.68256506626671e-07,2
"Q99536",11,9,"VAT1_HUMAN Synaptic vesicle membrane protein VAT-1 homolog",-0.331698797787601,-0.220154215395182,-0.361253812149524,-0.0577038008914564,-0.086427745630235,-0.0913148744950472,0.0139453772501907,-0.0632768179373613,-0.0349180276625461,0.090281319601174,0.0167542236035222,0.0624228599749213,0.164518407482361,0.156682262468372,0.143490562392428,0.218717514792393,0.235379389673863,0.232166550503757,0.225886801438523,0.276285785660863,0.360855076170641,0.459266019225156,0.53312342676744,0.000164427483698085,4.32069490373349e-06,1.3272005406691e-07,3.39396720504655e-09,3.03971365695909e-10,2
"Q99538",5,5,"LGMN_HUMAN Legumain",-0.742506081515958,-0.767594293974392,-0.756326608190886,-0.575757150590712,-0.647279645789823,-0.743669032035114,0.357255716827654,0.241030543088161,0.44961858345691,0.722500397797536,0.768214942575357,0.591043735187939,0.302939714458296,0.361119551222613,0.322551945442803,0.396118746490388,0.0298094447662871,0.218520011686834,0.0999070517551957,1.10477727568465,1.44939535308069,1.08434606493498,0.970291728874915,0.0496614496614497,8.58149998166722e-09,2.11801741212849e-10,1.77972151003902e-09,3.32992277896058e-09,2
"Q99541",4,4,"PLIN2_HUMAN Perilipin-2",0.290834221470438,0.365134658578558,0.289011610527907,-0.145674388579622,-0.0041940296233117,-0.0682239938825308,0.154152204887059,0.088786110569654,0.15942674632288,0.323613000406891,0.390033709763806,0.212883619034473,-0.0440575475956012,-0.214154316298793,-0.276714053593038,-0.512242515602373,-0.475152536278789,-0.430457380738376,-0.387690967554123,-0.180871809599103,-0.00615005379057765,-0.493302136021445,-0.787610974398814,0.00014002351053082,0.0108451067891318,0.0889931985822397,5.28233647791703e-07,1.3157099928583e-09,4
"Q99543",22,17,"DNJC2_HUMAN DnaJ homolog subfamily C member 2",-0.114471494145332,-0.154113450751212,-0.0615708599731951,0.022440253264407,-0.065572935543397,0.0444261529687963,-0.0477684247757614,-0.164370739979495,-0.153479703638709,-0.0998073582017441,-0.179250010771259,-0.0608238689138622,0.0700634659345825,0.149843660306382,0.116362985797861,0.287154875229333,0.215631239935514,0.250975803035104,0.110483091853182,-0.0118210211747421,-0.00324181100570872,0.222141972302855,0.361305907689897,0.0539634547158436,0.201234784173173,0.310574916827423,8.72909662773863e-05,3.46608236016556e-07,1
"Q99547",4,4,"MPH6_HUMAN M-phase phosphoprotein 6",0.209041561146697,0.141141370672256,0.316753806138095,0.240882859358462,0.126055712133736,0.181439435382043,0.0399674186409568,-0.0257651378492377,0.0736677008431062,-0.132087207924412,-0.156726286342136,-0.0852206686443101,-0.173730534363052,-0.110534361749178,-0.146201268435207,-0.125213845616851,-0.201738375861353,-0.238687056281023,-0.0395195770276023,-0.193022252107408,-0.346990300289302,-0.365800967501495,-0.410858671905425,0.314001025459068,0.00164342243573228,4.92100848607571e-06,1.201676016109e-06,1.83318369040282e-07,3
"Q99570",19,16,"PI3R4_HUMAN Phosphoinositide 3-kinase regulatory subunit 4",0.0931154479860094,0.134103395127495,0.215565362607168,0.15766886997529,0.137827717666366,0.317831521118775,-0.0684622362074948,-0.0612158909301212,-0.0607317831855385,-0.0770829739203728,-0.0160774531330736,-0.0500141449248588,-0.116284017745661,-0.0628787077873124,-0.0847175845454727,-0.0492906075570162,-0.171517940337453,-0.148457780154664,0.0568479676799195,-0.211064705347942,-0.195319592566326,-0.235554838599706,-0.270683511256602,0.261127459497025,0.000843595461466261,0.00102216997885276,0.000101080779053461,1.66081518699002e-05,5
"Q99575",23,20,"POP1_HUMAN Ribonucleases P/MRP protein subunit POP1",0.218025463769228,0.201088846141907,0.255315195298497,0.0405448398474783,0.153357512701126,0.156890841839119,0.134260222745448,0.165105943375767,0.205559768275363,-0.0476466524491971,0.0169125997295275,-0.00551186143598456,-0.163194003301617,-0.192056346351472,-0.170122941783101,-0.309948908364844,-0.265662323719184,-0.338082261081923,-0.10787877027397,-0.056501190271018,-0.236891806455095,-0.399934265548607,-0.529374332791861,0.022088701718484,0.142254224112159,1.2853905801371e-05,1.76056212681476e-08,3.45897835415281e-10,3
"Q99584",6,6,"S10AD_HUMAN Protein S100-A13",-0.209585708131228,-0.202334818028971,-0.0799210225342327,-0.191115634302495,-0.184578304482452,-0.13841570447057,0.0862613847317752,0.0897339555977786,0.18248859394334,0.169214688539786,0.229963239609123,0.198087777469959,0.0467122549003569,-0.0114878529131215,0.0681390631521828,-0.0017185999136093,0.0393660113876375,-0.0031989487612317,-0.00742269818702845,0.283441827655775,0.363035751437767,0.19840167127795,0.175430003802409,0.157250057114739,1.07126379248717e-05,4.44546395739819e-07,9.2360112950043e-05,0.000168692409155341,2
"Q99590",20,19,"SCAFB_HUMAN Protein SCAF11",0.180501929049605,0.191881155582304,0.225887413169487,0.21080088174549,0.206535478796026,0.170519329554107,0.257902489366593,0.208863371690979,0.285689500245237,-0.131446824782243,-0.0939958245845463,-0.120429113782777,-0.150318678737712,-0.215447787940428,-0.228521827404375,-0.233610838188319,-0.340041367488386,-0.319965931395291,-0.003471602568591,0.051394954500471,-0.314714086983654,-0.397519597294637,-0.497296211624464,0.0802309134395896,0.0565763350573477,3.77262655558811e-07,1.09362465479509e-08,4.1347753163464e-10,3
"Q99592",3,3,"ZBT18_HUMAN Zinc finger and BTB domain-containing protein 18",-0.404378453939642,-0.34429863068098,-0.693084127542624,0.115957922231036,-0.00121430457356218,-0.309969892565522,0.33201702575794,0.24368036056811,0.228801797515636,0.320701476821908,0.36788262631069,0.343884536942056,0.137277226375945,0.170339437316261,0.0924131056156281,-0.14067024604371,-0.228787967181354,-0.0661966666461094,0.415511645751733,0.748753465334977,0.8247432840793,0.613930327157027,0.335368777430691,0.00291648046845726,5.09239478097597e-06,1.04980840511797e-06,1.00861762398458e-05,0.00116099348682085,2
"Q99613",39,35,"EIF3C_HUMAN Eukaryotic translation initiation factor 3 subunit C",0.185355123984301,0.1856881433558,0.180221237582815,0.0167689773194638,0.0177825528645611,0.0974986942504232,-0.126603931949081,-0.115293991147585,-0.0919384204848895,-0.0942172138807874,-0.112717044881308,-0.0769070357505109,-0.046370068449507,-0.0071172496333088,0.0525192934734039,-0.0398849759023872,0.0345460713077212,0.0285331839387225,-0.139738093496156,-0.295033616168157,-0.278368599811841,-0.184077509844109,-0.176023408526287,0.00280316374394005,8.95556503514467e-07,9.41848671394636e-07,2.97869807339137e-05,2.74681212983436e-05,5
"Q99614",17,16,"TTC1_HUMAN Tetratricopeptide repeat protein 1",-0.153901172401202,-0.176837170556647,-0.221622236093099,0.0657021347630633,-0.0328679999641206,0.0617605744524561,-0.0625655265322751,-0.237694148983795,-0.22176164206111,-0.141269530054902,-0.191654358105666,-0.0428002082851602,0.188890360964302,0.20348012741645,0.179451698595991,0.318744388058017,0.219083441189462,0.321336581487288,0.215651762767449,0.0101130871579226,0.0588788275350733,0.374727588675897,0.470508329928572,0.00303415376338536,0.373013612046,0.199460279513892,1.9939757144172e-06,8.81915410056871e-08,1
"Q99615",28,27,"DNJC7_HUMAN DnaJ homolog subfamily C member 7",0.28925613681833,0.247807918071192,0.245681647392563,0.0722289403854384,0.0607467129920583,0.00799001297343264,-0.072388084663462,-0.121913932094296,-0.0562261997225346,-0.125516975647856,-0.111265662075807,-0.137845536017166,-0.0871470386451024,0.0249329809008314,-0.0173244360758795,-0.0846968187723229,-0.0787142744431454,-0.0285297866193947,-0.213926678643719,-0.344424639587459,-0.385791292007638,-0.287428065367412,-0.324895527372316,0.000148931072325837,2.0094001171884e-07,2.90663371128198e-08,3.19673498456635e-07,4.28746765624273e-08,5
"Q99618",4,4,"CDCA3_HUMAN Cell division cycle-associated protein 3",0.636510138044777,0.666422604882278,1.36737057793764,0.511271256175517,0.599404878670824,0.833920408238626,-0.15925093318711,-0.10612798247098,0.124936750695709,-0.480134137744905,-0.257204210164865,-0.380962360028112,-0.574021091508289,-0.871223317413694,-0.847639719254712,-0.668419353150578,-0.955859152982588,-0.959264878387314,-0.241902259259909,-0.936915161942359,-1.26286800960086,-1.65439581634713,-1.75128223512839,0.206669638379209,0.000117554769484008,3.63725061171138e-06,7.89055496555701e-08,2.1681716881673e-08,3
"Q99622",5,4,"C10_HUMAN Protein C10",0.271512075875904,0.274176478778691,0.371915181648747,0.161739442348983,0.13366072988038,0.268969498807543,-0.0675774714255185,-0.0771164981783592,0.0646302181689322,-0.0260192382601319,0.0910931072914662,0.0318265877129908,-0.215068317507273,-0.1533388210004,-0.20335983241549,-0.214190123067021,-0.264454890107349,-0.323665314558876,-0.117744688422145,-0.332555829246096,-0.273567759853006,-0.496456902408835,-0.573304688012196,0.0696431175139851,2.28432548276573e-05,9.20010200734354e-05,7.60357504696478e-08,7.62428206017695e-09,3
"Q99623",19,18,"PHB2_HUMAN Prohibitin-2",-0.286129925459795,-0.365139026176157,-0.239941556280619,-0.236016296483143,-0.254337982068894,-0.117376891616164,0.047183694745925,-0.00099681111518981,0.0779066615420687,0.0776195152101889,0.10850437245027,0.142454462377911,0.161513906936624,0.15942235361718,0.18726948062899,0.196770627102614,0.191831972246952,0.237071818135266,0.09449311258279,0.338434684363125,0.40659628598498,0.466472083033122,0.505628308467134,0.0711986633484294,2.13122318204888e-06,1.58055098252617e-07,1.37036442679194e-08,2.74375633816489e-09,2
"Q99643",2,2,"C560_HUMAN Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",-0.145590139160811,-0.257952156486911,-0.245331398744665,-0.0081371721402934,-0.0995890111772795,-0.0582961036077221,0.176636834225098,0.0822996163215767,0.0186222104125492,0.132170384868733,-0.0803513578120975,0.056506710930575,0.16300303630781,0.0265988885296903,0.0458185069188784,0.173941636777936,0.0675866523315455,0.0396732372994162,0.160950469155697,0.308810785117204,0.252399810793199,0.294764708716255,0.310025073600428,0.0419688063222298,0.000269856877191068,0.000923344304842981,0.000119117952723759,4.6510697305677e-05,2
"Q99661",12,10,"KIF2C_HUMAN Kinesin-like protein KIF2C",0.736180808281583,0.750700144178928,1.72256262871243,0.447520995092508,0.559265925774596,1.54012787498187,-0.242891208446752,-0.142652475399774,0.0547155434230173,-0.554269513506201,-0.998821832171466,-1.09460695251376,-0.561973776052128,-1.20817588665185,-1.18980470613667,-0.554390603951542,-1.12091091530428,-1.34412251768508,-0.220842928441322,-1.18009057386548,-1.95238062645479,-2.05646598333786,-2.07628920603795,0.254472413053812,0.00275719435740723,3.50147765946615e-05,9.21513460098814e-06,4.92125658409305e-06,3
"Q99683",17,16,"M3K5_HUMAN Mitogen-activated protein kinase kinase kinase 5",0.104760178711002,0.0777175805200805,0.103280036331179,0.378701803664511,0.28958154940584,0.419270694465358,-0.233407164705146,-0.281386703974721,-0.418294373376786,-0.208253141805336,-0.113684214040949,-0.10607607652815,-0.0111864009812872,0.0604309217742136,0.0664208766795682,-0.0686839640993659,0.0422252127313848,-0.0164117217224732,0.267265417324483,-0.406282012539638,-0.237923742645565,-0.0566974660299223,-0.109542756217572,0.000595577186845981,2.872149187391e-06,0.000313165170184287,0.119826556750174,0.0136093796476463,5
"Q99685",10,10,"MGLL_HUMAN Monoglyceride lipase",0.702685536431911,0.614265237553494,0.625063089198026,0.42022188175242,0.428347122169391,0.447269345996437,-0.17531385133379,-0.129650529131342,-0.0243323469075514,-0.47687377729614,-0.281197011020243,-0.214133429450832,-0.459837863026941,-0.294010157319262,-0.287819122292333,-0.499392071749641,-0.311125739620962,-0.337400565982506,-0.215391837755061,-0.757103530185371,-0.971406026983549,-0.994560335273989,-1.02997741351218,0.0171184994293292,1.35714408295432e-07,4.21681452861684e-09,1.18718465085945e-09,4.03724641795359e-10,5
"Q99700",22,19,"ATX2_HUMAN Ataxin-2",0.239221280462983,0.218863448842472,0.333671619788334,0.102333985533749,0.104349526447999,0.0672420812329272,-0.0549701788481138,-0.087128210712655,-0.00559777399099373,-0.0936546062743637,-0.0436288977949035,-0.0911687692399739,-0.0567662405648285,-0.127634966703666,-0.0981156822911807,-0.0414268288271379,-0.202852233098621,-0.121420224280661,-0.172610251959705,-0.313150837548517,-0.34006954080101,-0.358091079551155,-0.38581854510007,0.00376441220608643,7.25499558510225e-06,1.75766251163898e-06,4.18065878755707e-07,9.88223868644676e-08,5
"Q99704",8,7,"DOK1_HUMAN Docking protein 1",0.146279046585541,0.174613179341312,0.212720797090267,0.0805414400715087,0.167505642228094,0.299316508021325,0.0902767837570785,0.134998334987976,0.134705271211574,-0.0976044367472397,-0.00786060008669889,-0.0191819127141877,-0.104007869922449,-0.219079978419016,-0.155861276236287,-0.262945366476325,-0.160379127268866,-0.254523845982445,0.00458352243460253,-0.0578775443534972,-0.219419990855082,-0.337520715864957,-0.403820454248252,0.510870131955727,0.107947256883427,0.000690563833830687,5.88645325328263e-06,4.84483004264099e-07,3
"Q99714",15,13,"HCD2_HUMAN 3-hydroxyacyl-CoA dehydrogenase type-2",-0.372184845179192,-0.401457864719851,-0.366004723905017,-0.370946478128196,-0.350393479555831,-0.393924411609885,-0.00502231500179966,0.00531879987375497,0.031219331349327,0.112382053865171,0.0807841376119935,0.152971196500371,0.222739838662059,0.280183128794871,0.323371262643419,0.367838173707205,0.362290754954271,0.40844581593136,0.00812768817004939,0.390387750008447,0.495261607260532,0.655313887968136,0.759407392798965,0.164956309068787,2.18992934388871e-08,7.91257885714013e-10,1.27533665907994e-11,1.18131530310548e-12,2
"Q99717",8,4,"SMAD5_HUMAN Mothers against decapentaplegic homolog 5",0.0931153312337354,0.179837744566139,0.128570223157728,0.112460854116744,0.176341411841725,0.157282389660072,0.131476248365277,0.180177204697319,0.0747729569723682,0.0071458153318915,-0.0752202404294635,-0.00772944246536189,-0.0401714471998057,-0.1331792761897,-0.17655002215768,-0.151261663200481,-0.198098740150481,-0.246162756671169,0.0148537855536462,-0.00503229630754606,-0.159109055506845,-0.250474681501596,-0.332348819659911,0.192391108293858,0.125771050210863,0.00203129244391183,1.98118907154707e-05,5.87162854473872e-07,3
"Q99719",17,16,"SEPT5_HUMAN Septin-5",-0.638739810194567,-0.614150725892871,-0.70020834586062,-0.247423927370916,-0.410237136865215,-0.37741891101536,0.0177708097232422,-0.0691957709751392,-0.0604101010066088,0.096562142928529,0.0263995703741096,0.105615203510713,0.231689032967417,0.394216483694688,0.458952102683567,0.634210217868043,0.669105829474913,0.647111631895502,0.306006302232189,0.613754606563184,0.727225266253803,1.01265216709791,1.30117552039551,0.000444843212344857,9.75781199045166e-08,7.49194742434669e-09,6.26524894329476e-11,1.93840033517337e-12,2
"Q99733",10,8,"NP1L4_HUMAN Nucleosome assembly protein 1-like 4",0.148450180678565,0.166588181534774,0.269391875029716,0.197590393752644,0.130401686750618,0.00521039016344534,0.0819063288402943,0.0558784360964626,0.180435367911201,-0.0312372572526254,-0.0270586816769405,-0.0843880174506259,-0.117355871820627,-0.212553467879755,-0.1716271249598,-0.0646891933717159,-0.225413024945939,-0.167476754582189,-0.0837425888587826,-0.0887367014650324,-0.242371397874416,-0.361988900634412,-0.347336403380966,0.250512402449107,0.140463953290216,0.000628718615267754,7.0589045027648e-06,6.36175257282624e-06,3
"Q99747",17,16,"SNAG_HUMAN Gamma-soluble NSF attachment protein",0.283985967645806,0.233696050253573,0.262579099927552,0.16843377932859,0.115217263671669,0.0802680736368359,-0.072607383830377,-0.0860726798288106,-0.0152686745696337,-0.152894154380801,-0.149431208138441,-0.141009654335963,-0.114597664247535,-0.0850025157940285,-0.0980708336796657,-0.0575762329761349,-0.0965943936820075,-0.0494731559132734,-0.138780667063279,-0.318069952018584,-0.407865378227379,-0.359310710516053,-0.327968300132782,0.00146346578869452,1.34788398158492e-07,4.21270782846469e-09,6.74440509773365e-09,1.0072611034641e-08,5
"Q99766",6,5,"ATP5S_HUMAN ATP synthase subunit s, mitochondrial",-0.347094601473275,-0.30730148148803,-0.794446004354802,-0.254271517173287,-0.191361208357342,-0.62173234352452,-0.0380995565475259,-0.0785098661875688,-0.209877606227107,0.143161287194497,0.110165617395042,0.131889892773721,0.324857501495252,0.466366492462268,0.432637428116574,0.395209258219903,0.708825208630106,0.596253178319881,0.127159006086986,0.374118352784635,0.611352961559789,0.890901169796734,1.04970991082867,0.488466700941457,0.0135908825740815,0.00029742354163861,3.52424064597211e-06,3.34236063152292e-07,2
"Q99798",39,35,"ACON_HUMAN Aconitate hydratase, mitochondrial",-0.471090439511186,-0.450136825053675,-0.471679315962792,-0.25841996944143,-0.302796636066791,-0.32144118201567,-0.0231462826070487,-0.111864787474356,-0.10811109072414,0.111066488363307,0.0206104136611998,0.0842826624179048,0.334019295931307,0.331051864457147,0.339258471926291,0.525890733354282,0.419215394931068,0.469621774000751,0.170082931001254,0.383261473240703,0.536288714990022,0.799078737614133,0.935878160937918,0.00119041651778612,1.21195002938636e-07,1.46442984886684e-09,6.6908416390299e-12,5.32793344786e-13,2
"Q99807",2,2,"COQ7_HUMAN 5-demethoxyubiquinone hydroxylase, mitochondrial",-0.327821307698027,-0.435982042082697,-0.320805062164221,-0.293111500804622,-0.291852390366899,-0.214194101840269,-0.0807979709447864,-0.13296121135916,-0.070944458652599,0.0533339003609621,-0.164181072027875,0.0674145960411991,0.276982060092101,0.406010183803678,0.41704989073919,0.629404703463722,0.602380054621729,0.568086474277484,0.095150139644385,0.2666349236628,0.34705861210641,0.728216848859971,0.961493214769293,0.0496614496614497,0.000647283612935905,3.90855407977191e-05,5.08938200456979e-09,1.03027303673583e-10,1
"Q99808",7,7,"S29A1_HUMAN Equilibrative nucleoside transporter 1",-0.779176360442331,-0.731139279726346,-0.654499422233809,-0.638625945831522,-0.793238315606315,-0.479628781878867,0.0155820925805305,0.00155980823213488,0.0577643161571215,0.896720089706644,0.893864420714308,0.837805246443047,0.725280323443916,0.454297295243986,0.461039870956336,-0.116918166621945,-0.127964581672112,0.0648877663292516,0.084440673028594,0.746573759790758,1.59773493975549,1.26847751734891,0.661606693479227,0.141413715718605,8.52992401970747e-07,1.18650271951628e-10,4.50014460138289e-10,4.1079376489011e-07,2
"Q99816",19,13,"TS101_HUMAN Tumor susceptibility gene 101 protein",-0.200520337972943,-0.183967880867789,-0.170652943604518,-0.0203679670927738,-0.0708498431646377,-0.034298058305915,-0.0436648336541645,-0.120701990181106,-0.122726906909151,-0.0141793651379779,-0.0557388430849755,-0.0220778197557579,0.122682539340134,0.150539991790352,0.142831683597584,0.292941606962137,0.244906227233222,0.287940763455019,0.143208431293974,0.0893491439002762,0.154381711488846,0.323731792391107,0.460309920031876,0.000900851228350063,0.00902862701115244,9.54012828163407e-05,1.55612714434363e-08,1.30658186081548e-10,1
"Q99836",8,7,"MYD88_HUMAN Myeloid differentiation primary response protein MyD88",0.214905066080587,0.176434185537096,0.157531568855678,0.239381759629235,0.222694213614252,0.205293098206077,0.173922880981736,0.188272952768442,0.108117575137476,-0.0382716346107614,-0.0485974051230005,-0.0321365162963972,-0.186248596829728,-0.193039143852132,-0.224296425789075,-0.350636545215672,-0.235850062424928,-0.216590985815387,0.0394994169920677,-0.0261858038619023,-0.222625458834507,-0.384151662314765,-0.450649471309783,0.0496614496614497,0.0666541412191785,2.11224756253334e-05,2.37397672561936e-08,1.92376974212095e-09,3
"Q99871",3,3,"HAUS7_HUMAN HAUS augmin-like complex subunit 7",0.465141515925355,0.489472395957005,0.466682793846073,0.321452554315619,0.300257143289137,0.282734702114139,0.136842458481871,0.110353437662302,0.166506263004465,-0.129760516049498,-0.12394743687073,-0.112713644979493,-0.332275659605743,-0.246475663455195,-0.386563056022394,-0.503986072706105,-0.371268373073505,-0.444842466039272,-0.172284102003179,-0.335864848859932,-0.595906101209385,-0.795537028270588,-0.913797872515772,0.00187988661965723,1.11307316241384e-06,1.05420572710402e-09,1.54002100765793e-11,1.55342223156648e-12,3
"Q99933",9,9,"BAG1_HUMAN BAG family molecular chaperone regulator 1",-0.301850106350747,-0.262415344045157,-0.359478585841579,-0.134134126200162,-0.107373586600324,-0.13931568022226,0.0238793983268585,0.00581566572032307,0.0128206369510812,0.0890731758640402,0.126408393841758,0.186869657125711,0.239360773194624,0.198558292032258,0.136036333374497,0.102582636102657,0.101142497792936,0.175808569616941,0.180973547738246,0.322086579078582,0.442031754356331,0.499233144946287,0.434425913250006,0.000996505951570788,1.15743162284478e-06,1.88828606580089e-08,1.78308761274574e-09,4.6202533019216e-09,2
"Q99943",7,5,"PLCA_HUMAN 1-acyl-sn-glycerol-3-phosphate acyltransferase alpha",-0.190201089370816,-0.150772596862332,-0.258153002126752,0.0218664752246329,-0.111580514901412,0.0512457504853012,-0.0211221612598541,-0.0557489973915621,-0.158023683916118,0.0307997933659131,-0.0734431593884553,-0.0192531844505793,0.148285428304508,0.094998152169689,0.151704163798432,0.184361847456407,0.222690732099483,0.227460525836339,0.186886133056141,0.121410615264122,0.179076712628926,0.331371477544176,0.411213264584043,0.00509732372072202,0.0281721271602305,0.00203152980977007,3.83153915408962e-06,2.03122509304781e-07,1
"Q99985",8,8,"SEM3C_HUMAN Semaphorin-3C",-0.0903551642889094,-0.402535632091643,-0.133370221935643,-0.0203623691861508,-0.127582268316958,-0.0531780178554955,-0.325303077703648,-0.274844690457448,-0.28748480820573,-0.157683204723113,-0.123386291152166,-0.199828703807708,0.26627250403621,0.353542848825883,0.188124948629093,0.576323257571687,0.406791592202549,0.547454247661949,0.14171278765253,-0.0871238526835436,0.0484542728777361,0.47806710660246,0.71894337191746,0.123521980843761,0.183130496042566,0.360396333211932,5.29676160264695e-06,3.22481280359576e-08,1
